author,info,name
"高楼大厦,会说话的肘子,宅猪,爱潜水的乌贼,辰东,鱼人二代,志鸟村,净无痕,十里剑神,孑与2,纯洁滴小龙,圣骑士的传说,忘语,迪巴拉爵士,坟土荒草,跃千愁,花都大少,横扫天涯,上山打老虎额,我吃西红柿","
                                                        一树生的万朵花，天下道门是一家。法术千般变化，人心却亘古不变
                                                    ,
                                                        灵气复苏的时代，寂静生活碎掉了，仿佛雷霆贯穿长空，电光直射天心，雨沙沙地落下。凡逆我们的终将死去，这就是法则。……全订验证群号：696087569
                                                    ,
                                                        大墟的祖训说，天黑，别出门。大墟残老村的老弱病残们从江边捡到了一个婴儿，取名秦牧，含辛茹苦将他养大。这一天夜幕降临，黑暗笼罩大墟，秦牧走出了家门……做个春风中荡漾的反派吧！瞎子对他
                                                    ,
                                                        蒸汽与机械的浪潮中，谁能触及非凡？历史和黑暗的迷雾里，又是谁在耳语？我从诡秘中醒来，睁眼看见这个世界：枪械，大炮，巨舰，飞空艇，差分机；魔药，占卜，诅咒，倒吊人，封印物……光明依旧
                                                    ,
                                                        在破败中崛起，在寂灭中复苏。沧海成尘，雷电枯竭，那一缕幽雾又一次临近大地，世间的枷锁被打开了，一个全新的世界就此揭开神秘的一角……
                                                    ,
                                                        回到2001年的高中时代，申大鹏再一次站在了人生的十字路口。是随波逐流，还是逆流而上？申大鹏只想享受这纯真而似水的青春。【无异能，无套路，鱼宝宝第一本纯青春小说】
                                                    ,
                                                        医学院学生凌然有一个小目标，要成为世界上最伟大的医生，结果不小心实现了。
                                                    ,
                                                        东方神州，有人皇立道统，有圣贤宗门传道，有诸侯雄踞一方王国，诸强林立，神州动乱千万载，值此之时，一代天骄叶青帝及东凰大帝横空出世，东方神州一统！然，叶青帝忽然暴毙，世间雕像尽皆被毁
                                                    ,
                                                        正式版：渡劫期大修士陈凡陨落在天劫中，却一梦五百年重回地球的年少时代。上一世我登临宇宙之巅，俯瞰万界，却无人相伴。这一世只愿不负前尘不负卿。通俗版：修行五百年的渡劫期修仙者重生回都
                                                    ,
                                                        我们接受了祖先的遗产，这让中华辉煌了数千年，我们是如此的心安理得，从未想过要回归那个在刀耕火种中苦苦寻找出路的时代。反哺我们苦难的祖先，并从中找到故乡的真正意义，将是本书要讲的故事
                                                    ,
                                                        一家只在深夜开门营业的书屋，欢迎您的光临。————————《舵主群》：587980337（进群粉丝值验证）《读书群》：523978007（无需验证）《战斗群》：457654443（
                                                    ,
                                                        某天，宋书航意外加入了一个仙侠中二病资深患者的交流群，里面的群友们都以‘道友’相称，群名片都是各种府主、洞主、真人、天师。连群主走失的宠物犬都称为大妖犬离家出走。整天聊的是炼丹、闯
                                                    ,
                                                        凡人修仙，风云再起时空穿梭，轮回逆转金仙太乙，大罗道祖三千大道，法则至尊《凡人修仙传》仙界篇，一个韩立叱咤仙界的故事，一个凡人小子修仙的不灭传说。特说明下，没有看过前传的书友，并不
                                                    ,
                                                        方醒穿了，带着两个仓库穿了！别人穿越是带着王霸之气，方醒却是只想种田！“我只想在这个时代悠闲的活着！”坐拥大别墅，顺便教几个弟子，努力让他们往上爬，好给自己当靠山！可谁想弟子有些不
                                                    ,
                                                        陈曦看着将一块数百斤巨石撇出去的士卒，无语望苍天，这真的是东汉末年？吕布单枪匹马凿穿万人部队，这怎么看都不科学。赵子龙真心龙魂附体了，一剑断山，这真的是人？典韦单人护着曹操杀出敌营
                                                    ,
                                                        一个地球神级盗墓宗师，闯入修真界的故事……桃花源里，有歌声。山外青山，白骨山。五花马，千金裘，倚天剑。应我多情，啾啾鬼鸣，美人薄嗔。天地无垠，谁家旗鼓，碧落黄泉，万古高楼。为义气争
                                                    ,
                                                        【最火爆畅销书】一场车祸改变了我的屌丝人生。各种奇遇接连而来。考试满分，刮刮乐必中，篮球天才，游泳健将选一个？不，老子就是全能。QQ群：203799451【花都出品，必定精品。】
                                                    ,
                                                        【2017最火玄幻作品，海外点推双榜第一】张悬穿越异界，成了一名光荣的教师，脑海中多出了一个神秘的图书馆。只要他看过的东西，无论人还是物，都能自动形成书籍，记录下对方各种各样的缺点
                                                    ,
                                                        弘治十一年。这是一个美好的清晨。此时朱厚照初成年。此时王守仁和唐伯虎磨刀霍霍，预备科举。此时小冰河期已经来临，绵长的严寒肆虐着大地。此时在南和伯府里，地主家的傻儿子，南和伯的嫡传继
                                                    ,
                                                        在这个世界，有狐仙、河神、水怪、大妖，也有求长生的修行者。修行者们，开法眼，可看妖魔鬼怪。炼一口飞剑，可千里杀敌。千里眼、顺风耳，更可探查四方。……秦府二公子‘秦云’，便是一位修行
                                                    ","太初,大王饶命,牧神记,诡秘之主,圣墟,重生似水青春,大医凌然,伏天氏,重生之都市修仙,汉乡,深夜书屋,修真聊天群,凡人修仙之仙界篇,带着仓库到大明,神话版三国,道君,极品全能学生,天道图书馆,明朝败家子,飞剑问道"
